190.407199,278.986911
191.633247,278.983375
191.832371,278.541719
191.960357,278.530340
192.247068,278.135042
192.276304,277.834954
192.558716,277.735672
192.609397,277.620112
192.644044,277.544273
192.722887,277.370201
192.798914,277.312203
192.819116,277.279792
192.935346,277.245140
193.195547,277.226564
193.239095,276.938863
193.244299,276.881934
194.406076,273.262595
194.762294,271.607607
195.649599,270.712520
195.929529,270.236241
196.475871,265.371070
197.391805,265.227777
197.990135,264.374191
199.439826,263.845745
199.510204,263.259864
199.551178,263.107215
199.964681,262.816829
200.857019,262.279771
201.201875,261.005828
201.811574,260.102755
202.076301,258.708243
203.101749,258.463559
207.641759,258.447494
207.713946,257.924500
207.929466,257.120700
208.372580,256.996170
208.760009,256.436277
208.875206,256.263509
209.092940,255.984734
209.249721,255.481202
209.296681,255.421598
209.308296,255.116394
209.422929,255.097834
209.539695,255.037473
209.880565,254.989482
210.336368,254.912731
210.381767,254.584857
211.281382,254.447597
211.973838,254.325639
212.794406,253.451598
213.066819,252.981943
213.320806,252.971908
213.877955,252.587948
213.946578,252.486318
214.015801,251.772916
214.149681,251.732875
214.990541,251.476933
215.310383,250.432706
216.989011,250.037101
217.775904,248.379807
218.017093,247.032682
219.256192,245.899525
219.600977,245.645585
219.832612,243.428644
219.989123,242.978483
220.193847,242.833664
220.263227,242.699539
220.326239,242.620157
220.413684,242.431278
220.538772,241.737963
220.581563,241.605649
221.098607,241.260188
221.300263,239.911632
221.629384,239.849420
221.805651,239.448784
221.922279,238.868451
222.179924,238.294278
222.500480,237.321771
222.610439,236.830447
222.805059,236.822039
223.029520,236.508703
223.158645,235.706664
223.458493,234.977490
223.530058,234.340307
241.301301,164.302527
241.441530,163.828565
241.533617,163.493157
243.399080,163.383711
243.474963,162.883088
243.654294,162.361838
243.719206,162.244203
244.302325,161.858599
244.488192,161.134904
245.081672,161.030871
245.538234,161.020991
249.922259,160.444114
250.244944,160.368023
250.524102,159.642545
250.734421,159.160182
250.921987,158.942807
251.571786,158.081823
251.792666,157.420433
252.236629,156.135057
252.477827,155.610389
252.533188,155.392871
252.809530,155.324502
252.921726,154.459434
253.097671,154.330562
253.207898,154.024309
253.364449,152.768313
253.499571,152.636681
253.578776,152.214187
253.739363,151.904920
253.740498,151.776350
253.808491,151.627681
257.070447,150.431574
257.105058,150.180652
257.159899,149.696414
257.395602,149.209109
257.431185,148.987073
257.536519,148.827910
257.580515,148.372000
257.727224,148.091202
257.814276,147.792492
257.824273,147.465123
257.893494,147.208593
257.956793,147.037557
258.109938,146.532285
258.151784,146.351884
258.270809,145.948524
258.292428,145.824792
258.461483,145.003003
258.571098,144.834713
258.662906,144.629334
